id,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time
6611,C,Ship,6,5,278,4,high,F,6,1761,0
6612,B,Ship,4,5,185,2,low,F,47,3974,1
6613,A,Ship,6,4,248,4,low,F,6,1851,0
6614,B,Flight,3,1,174,6,medium,F,4,4910,1
6615,D,Ship,4,4,233,4,low,M,3,5849,1
6616,F,Ship,4,3,97,6,low,F,4,4375,0
6617,C,Ship,5,2,233,3,high,M,7,5323,1
6618,C,Ship,4,3,229,2,medium,F,8,5868,0
6619,A,Ship,6,3,273,5,low,M,8,1746,1
6620,D,Road,5,2,225,3,medium,F,29,2411,1
6621,F,Ship,4,2,252,2,high,F,4,5233,1
6622,A,Ship,3,4,250,3,low,M,6,4830,1
6623,F,Ship,3,2,140,2,low,F,16,1685,1
6624,B,Ship,4,1,225,5,low,M,3,1488,0
6625,B,Ship,3,3,235,3,low,M,5,3065,1
6626,C,Ship,4,2,175,6,low,F,5,5445,1
6627,A,Ship,3,2,259,8,high,M,3,4390,1
6628,B,Road,5,2,223,5,medium,M,5,1484,1
6629,B,Ship,4,4,151,2,low,M,3,4105,1
6630,F,Road,4,4,197,5,low,M,8,4793,0
6631,B,Ship,3,2,139,3,medium,M,4,5531,0
6632,F,Ship,3,3,162,2,low,F,26,1659,1
6633,A,Ship,3,3,230,3,low,M,4,4018,1
6634,D,Ship,7,1,290,4,low,M,4,1488,0
6635,B,Ship,4,1,238,4,medium,F,10,4860,0
6636,C,Road,4,2,169,3,low,M,10,4309,1
6637,C,Flight,6,3,286,4,medium,F,7,1132,1
6638,F,Ship,3,2,204,3,high,F,54,3608,1
6639,B,Ship,4,2,265,4,medium,F,10,4575,1
6640,D,Ship,3,5,251,10,medium,M,9,5962,0
6641,C,Ship,4,2,273,3,low,M,2,5712,0
6642,B,Flight,5,2,261,3,high,M,3,5303,1
6643,B,Flight,3,5,222,3,low,F,10,5185,1
6644,A,Road,4,4,225,3,low,M,51,2892,1
6645,A,Ship,4,1,269,5,medium,M,3,4534,1
6646,F,Ship,5,2,244,5,low,M,10,1699,0
6647,B,Flight,4,5,160,3,low,M,33,1837,1
6648,A,Road,4,1,241,3,medium,F,61,3812,1
6649,C,Ship,5,3,143,2,medium,M,59,1837,1
6650,D,Road,3,2,180,2,high,F,8,4408,0
6651,F,Road,3,5,256,2,medium,F,9,5750,0
6652,F,Ship,4,5,226,5,low,F,5,4833,0
6653,F,Ship,3,2,239,4,medium,F,10,4410,0
6654,F,Ship,5,3,267,5,low,F,1,1505,0
6655,A,Ship,3,1,219,8,low,M,2,5334,0
6656,F,Ship,4,1,178,3,medium,M,9,1006,1
6657,C,Ship,5,2,206,4,low,M,5,1149,0
6658,F,Ship,3,4,201,2,low,F,8,4394,0
6659,F,Flight,4,4,148,2,low,M,4,5437,0
6660,A,Flight,3,5,260,3,medium,M,7,5379,1
6661,B,Ship,3,1,215,3,medium,F,2,3873,1
6662,A,Flight,4,4,252,3,medium,F,7,2477,1
6663,D,Ship,5,3,195,4,low,F,9,5577,0
6664,D,Ship,2,5,284,3,medium,M,6,4575,0
6665,A,Road,5,1,142,4,medium,F,2,4735,1
6666,F,Ship,4,2,265,4,medium,M,3,4283,1
6667,C,Ship,3,3,207,3,low,M,7,4816,1
6668,C,Ship,4,4,172,3,medium,F,1,4201,0
6669,F,Ship,4,2,178,8,medium,M,5,4120,1
6670,A,Ship,5,5,189,3,low,F,10,5554,1
6671,F,Flight,6,3,271,4,low,F,6,1934,0
6672,F,Ship,3,1,200,2,medium,M,8,4337,0
6673,A,Road,4,5,244,3,medium,M,3,5857,1
6674,A,Road,3,4,232,5,medium,M,9,5759,0
6675,A,Ship,3,2,139,3,high,F,4,1546,1
6676,D,Ship,4,4,180,3,low,M,3,5031,0
6677,D,Road,4,3,236,2,high,M,23,3123,1
6678,D,Ship,6,3,205,3,low,M,10,4996,0
6679,F,Ship,4,2,245,2,low,M,3,4000,0
6680,F,Ship,4,2,227,2,low,M,8,4878,1
6681,C,Ship,3,5,264,2,medium,M,33,2021,1
6682,D,Ship,3,4,195,2,low,F,5,4660,1
6683,B,Ship,3,4,215,3,high,F,5,4670,1
6684,C,Ship,3,1,221,3,high,M,1,4948,0
6685,F,Ship,5,3,245,4,high,M,8,4129,1
6686,F,Ship,6,5,307,4,high,M,3,1406,0
6687,D,Flight,4,4,210,2,high,M,6,4076,0
6688,B,Flight,3,3,176,4,medium,M,10,1177,1
6689,C,Flight,3,4,150,2,low,F,6,5987,0
6690,F,Road,3,1,119,2,low,F,10,4146,1
6691,F,Road,4,3,219,6,medium,F,2,1634,0
6692,A,Ship,4,2,210,3,medium,F,10,5354,0
6693,A,Ship,4,2,141,3,low,M,34,1619,1
6694,F,Road,4,5,222,3,medium,F,8,4950,0
6695,F,Ship,3,2,156,3,medium,M,2,4681,0
6696,D,Ship,3,5,175,3,medium,F,8,5471,1
6697,A,Ship,5,1,226,2,medium,M,6,5395,0
6698,A,Road,5,3,204,2,low,M,40,2181,1
6699,B,Flight,3,2,257,2,low,F,9,5085,1
6700,D,Road,3,5,263,3,medium,M,4,4081,1
6701,D,Flight,6,2,161,4,low,M,10,1683,0
6702,A,Ship,4,4,210,2,medium,M,8,5942,0
6703,F,Flight,4,5,258,5,low,M,3,1162,0
6704,F,Ship,4,1,233,4,low,M,2,1809,0
6705,F,Ship,4,2,264,2,low,F,9,4490,0
6706,A,Ship,4,1,216,3,low,F,43,2643,1
6707,B,Flight,5,4,219,5,low,M,5,1867,0
6708,D,Ship,6,4,276,4,low,F,2,1120,1
6709,B,Road,4,2,238,5,medium,M,9,4618,0
6710,C,Ship,4,3,225,5,low,M,8,4195,0
6711,A,Ship,3,4,225,4,low,F,8,5209,0
6712,D,Ship,5,2,246,2,low,F,4,3617,1
6713,F,Ship,2,5,248,6,low,F,62,2750,1
6714,D,Flight,4,3,164,3,medium,F,4,4495,0
6715,D,Ship,4,5,147,2,medium,F,19,1940,1
6716,C,Road,3,5,256,3,low,F,62,2971,1
6717,D,Ship,3,5,194,3,low,M,6,4295,1
6718,B,Ship,3,2,165,3,low,F,19,1111,1
6719,F,Ship,4,2,273,5,low,F,4,1223,1
6720,A,Ship,4,4,209,3,low,F,44,2075,1
6721,F,Ship,3,2,167,4,medium,M,49,1973,1
6722,D,Flight,5,2,133,2,high,F,2,4556,0
6723,B,Ship,4,1,153,7,medium,F,4,5761,1
6724,C,Ship,2,3,154,3,medium,M,3,4478,0
6725,C,Ship,3,4,175,2,low,F,2,1072,1
6726,B,Ship,5,3,226,2,high,F,2,4219,0
6727,C,Flight,3,3,244,4,medium,M,10,5181,0
6728,F,Ship,6,2,279,4,medium,F,4,1148,0
6729,C,Ship,3,3,247,2,high,F,8,4593,1
6730,B,Flight,6,5,244,4,medium,F,4,1648,1
6731,F,Ship,5,2,265,3,low,M,10,4347,1
6732,D,Ship,4,2,249,3,low,F,6,5051,1
6733,F,Ship,3,4,216,8,medium,F,8,4616,0
6734,A,Ship,4,3,276,4,low,F,3,3889,1
6735,D,Flight,7,1,291,4,low,M,2,1216,1
6736,D,Road,5,3,243,6,low,F,1,1856,0
6737,F,Road,5,1,199,2,medium,M,7,4660,1
6738,F,Ship,5,3,255,6,medium,F,1,5874,0
6739,A,Ship,2,1,104,7,low,M,30,1870,1
6740,A,Ship,5,2,258,2,medium,F,4,5965,0
6741,B,Ship,3,2,138,3,medium,F,34,1159,1
6742,D,Flight,4,1,274,6,low,M,8,1141,1
6743,A,Flight,5,3,96,4,medium,F,12,1655,1
6744,A,Ship,3,1,199,3,medium,F,8,5557,1
6745,F,Flight,4,1,172,3,medium,F,10,5106,1
6746,B,Ship,4,2,258,5,medium,F,1,1010,0
6747,C,Flight,6,2,308,5,medium,M,4,1303,0
6748,B,Road,3,2,188,3,medium,M,8,5709,0
6749,B,Ship,5,5,167,3,medium,M,1,4314,0
6750,C,Ship,4,1,252,3,medium,M,4,5540,0
6751,D,Ship,4,1,242,6,low,M,4,1791,1
6752,F,Ship,3,4,254,3,high,M,53,3538,1
6753,F,Ship,3,5,147,4,high,M,10,5164,1
6754,B,Ship,3,5,152,6,low,F,32,1158,1
6755,A,Road,4,1,262,6,low,F,3,1830,1
6756,F,Ship,5,3,242,5,low,F,10,1846,1
6757,C,Ship,5,1,251,4,low,M,1,5011,1
6758,C,Road,3,1,254,4,medium,M,9,4571,0
6759,F,Ship,5,2,111,4,medium,F,7,4424,0
6760,F,Road,5,2,254,5,medium,M,6,1002,0
6761,D,Ship,5,1,249,3,low,F,8,5940,0
6762,F,Ship,3,2,178,2,medium,F,59,1933,1
6763,F,Ship,5,1,257,5,low,M,9,1329,0
6764,F,Ship,5,2,251,6,low,M,10,1196,0
6765,C,Flight,5,5,195,3,low,M,55,2641,1
6766,C,Ship,5,1,248,5,low,F,8,1810,0
6767,C,Ship,3,3,255,3,low,M,4,4628,1
6768,F,Ship,4,3,136,3,medium,M,20,1531,1
6769,D,Ship,2,4,153,2,medium,F,57,1264,1
6770,D,Ship,6,5,213,4,medium,F,3,5549,0
6771,A,Road,4,3,229,3,low,M,5,5225,1
6772,B,Ship,5,5,252,5,low,M,9,4135,0
6773,D,Ship,6,4,138,3,medium,F,4,4225,0
6774,D,Ship,4,2,182,2,medium,F,54,3261,1
6775,B,Ship,4,1,155,3,low,F,4,4397,0
6776,F,Ship,3,4,235,3,low,M,52,3447,1
6777,F,Ship,5,3,156,3,medium,M,58,1218,1
6778,F,Road,7,5,275,4,low,F,3,1107,0
6779,A,Ship,5,3,150,3,low,M,10,4799,1
6780,A,Ship,3,1,150,3,medium,F,8,1745,1
6781,F,Ship,5,2,223,6,medium,M,2,1210,0
6782,B,Ship,6,4,275,4,low,M,10,1266,1
6783,B,Ship,5,2,216,4,medium,F,9,5804,0
6784,F,Ship,4,2,208,3,high,M,17,2777,1
6785,C,Ship,4,3,257,3,medium,M,1,5717,1
6786,F,Ship,6,1,306,4,low,F,4,1449,1
6787,F,Ship,4,3,125,3,low,F,10,5883,0
6788,F,Ship,4,5,142,4,medium,F,6,5027,0
6789,F,Ship,4,5,254,3,low,M,1,4377,1
6790,D,Ship,2,1,213,3,low,M,29,2732,1
6791,D,Ship,4,1,261,4,medium,F,6,4888,0
6792,A,Ship,6,5,249,4,medium,M,3,1710,1
6793,F,Ship,4,3,138,2,medium,M,9,5297,1
6794,C,Road,5,1,257,5,medium,F,8,1128,1
6795,F,Ship,6,3,202,4,medium,F,6,4249,0
6796,C,Road,5,1,219,6,low,F,2,1650,1
6797,C,Ship,4,3,146,3,medium,F,10,5372,0
6798,B,Road,4,3,272,4,low,M,61,2857,1
6799,F,Ship,4,1,112,6,medium,M,9,5248,1
6800,C,Road,3,1,260,2,medium,F,6,4332,0
6801,D,Ship,5,5,222,6,low,M,1,1962,0
6802,F,Ship,4,1,137,4,high,M,15,1391,1
6803,A,Ship,2,2,161,2,medium,F,1,1642,1
6804,F,Ship,5,5,266,10,high,F,2,5890,0
6805,F,Road,2,1,296,5,medium,M,29,1648,1
6806,C,Flight,3,3,192,3,high,F,4,4339,1
6807,F,Flight,2,5,168,2,low,F,1,4831,0
6808,C,Ship,4,1,180,3,medium,M,27,1551,1
6809,B,Flight,4,3,261,6,low,F,6,5068,0
6810,F,Ship,4,2,198,3,low,F,4,5863,0
6811,A,Road,4,2,164,4,low,M,2,5008,0
6812,D,Ship,4,3,158,5,medium,F,7,4344,1
6813,D,Ship,5,3,150,2,high,F,9,4446,0
6814,C,Ship,4,2,191,3,medium,F,12,3676,1
6815,C,Ship,5,4,229,6,low,F,9,1733,0
6816,F,Ship,5,5,251,2,high,F,3,4741,1
6817,C,Road,4,4,170,5,low,M,5,4823,1
6818,D,Ship,4,1,211,7,high,M,4,4476,1
6819,B,Flight,3,4,180,6,medium,F,3,5605,0
6820,D,Flight,6,4,264,5,medium,F,7,1220,1
6821,F,Ship,3,2,183,3,medium,F,25,2023,1
6822,A,Ship,5,1,169,4,low,M,6,4253,1
6823,D,Ship,3,4,191,2,medium,M,8,5667,1
6824,F,Flight,3,3,246,3,low,M,27,3648,1
6825,C,Ship,5,4,215,2,low,F,45,3501,1
6826,F,Flight,4,4,260,5,low,F,5,1178,1
6827,F,Road,4,1,178,3,medium,F,63,1573,1
6828,B,Road,4,1,197,3,low,M,2,4326,0
6829,D,Ship,5,4,259,5,low,F,4,1991,1
6830,B,Road,5,1,226,6,low,M,5,1078,0
6831,A,Ship,4,1,140,2,low,M,61,1770,1
6832,C,Ship,5,5,261,8,medium,M,39,2103,1
6833,B,Road,3,5,181,3,medium,M,9,4191,0
6834,C,Ship,5,2,121,5,medium,F,10,4790,0
6835,C,Ship,6,5,266,5,low,M,10,4140,0
6836,A,Ship,5,4,199,5,medium,M,6,5210,1
6837,F,Road,3,4,201,10,high,F,7,4699,0
6838,B,Flight,3,1,267,2,low,M,7,4486,1
6839,A,Flight,4,3,239,3,medium,M,7,5511,1
6840,D,Ship,3,5,218,2,low,M,4,5142,0
6841,B,Ship,5,1,245,5,low,M,9,1694,1
6842,F,Road,3,5,264,2,medium,F,1,3947,1
6843,C,Ship,4,3,242,4,low,M,62,3997,1
6844,D,Road,3,2,250,3,medium,F,4,5361,0
6845,A,Road,3,1,232,2,medium,M,10,4719,0
6846,D,Ship,4,2,168,6,medium,F,9,4030,0
6847,A,Ship,3,1,155,3,medium,F,7,5709,0
6848,F,Flight,3,3,175,3,low,M,2,5740,1
6849,F,Ship,4,4,145,2,medium,M,9,5070,0
6850,D,Ship,5,2,96,2,low,F,50,1186,1
6851,B,Ship,4,5,116,3,medium,M,54,1314,1
6852,F,Ship,4,3,211,8,medium,F,3,4550,0
6853,C,Ship,3,3,250,5,medium,M,8,5762,1
6854,B,Ship,6,2,310,4,medium,F,5,1791,1
6855,F,Ship,3,3,190,10,medium,M,4,3062,1
6856,F,Ship,4,5,251,5,medium,M,10,1683,1
6857,A,Ship,4,5,178,3,high,M,22,1907,1
6858,F,Road,6,2,224,3,medium,F,26,3247,1
6859,A,Ship,5,3,137,4,low,F,2,1034,0
6860,A,Flight,3,5,223,4,high,F,7,5042,1
6861,B,Ship,3,2,274,2,high,M,2,5029,0
6862,F,Flight,5,3,267,5,low,M,6,1119,1
6863,A,Flight,6,2,290,4,medium,F,9,1339,0
6864,D,Ship,3,1,263,3,medium,M,6,2715,1
6865,F,Flight,3,2,164,4,medium,M,6,5761,0
6866,F,Ship,3,2,247,2,high,M,1,4242,0
6867,A,Ship,3,1,133,3,medium,M,7,4004,1
6868,F,Ship,4,5,164,3,high,M,3,4454,0
6869,A,Flight,7,5,302,4,low,M,3,1597,1
6870,D,Ship,5,4,257,2,medium,M,10,5095,0
6871,F,Flight,4,5,137,4,high,M,29,1262,1
6872,C,Ship,3,5,144,3,medium,F,9,5912,0
6873,C,Road,4,2,161,3,medium,F,10,1928,1
6874,F,Road,2,1,228,2,medium,M,10,4854,1
6875,B,Ship,4,2,160,2,medium,M,3,4304,1
6876,C,Ship,3,5,193,3,low,F,47,3523,1
6877,D,Ship,4,4,145,4,low,F,35,1210,1
6878,A,Ship,4,3,201,2,low,F,10,4875,0
6879,D,Ship,5,4,193,3,medium,M,3,4559,0
6880,C,Ship,5,5,224,3,medium,F,48,2298,1
6881,C,Ship,5,1,156,2,low,M,10,5086,0
6882,D,Ship,5,1,186,2,high,F,52,3981,1
6883,B,Flight,4,4,248,5,medium,M,2,1651,0
6884,C,Flight,5,1,239,5,low,F,7,1859,1
6885,F,Road,3,3,176,2,low,F,58,1730,1
6886,B,Ship,3,1,151,2,low,F,4,1748,1
6887,F,Flight,2,5,156,5,medium,M,7,5780,0
6888,C,Ship,2,3,129,5,medium,M,3,5444,1
6889,C,Flight,5,3,234,2,low,F,55,3308,1
6890,B,Ship,4,5,199,5,medium,M,8,5669,1
6891,B,Ship,6,5,280,3,low,M,9,4074,1
6892,D,Ship,4,3,187,3,low,M,61,2207,1
6893,B,Ship,3,3,249,4,low,M,7,5868,1
6894,F,Flight,4,2,134,2,low,F,43,1714,1
6895,C,Ship,4,2,245,2,low,M,8,5871,1
6896,F,Road,3,5,254,3,medium,M,5,4946,0
6897,C,Road,3,2,122,4,low,F,9,5299,1
6898,C,Ship,3,3,176,3,low,F,10,5284,1
6899,D,Ship,4,1,233,7,medium,M,7,4272,1
6900,A,Ship,7,1,306,4,medium,M,5,1467,0
6901,D,Ship,3,5,272,2,medium,M,6,4652,0
6902,A,Ship,4,3,163,8,medium,F,6,5739,0
6903,B,Ship,4,1,173,2,medium,F,8,4893,0
6904,F,Road,2,5,147,2,medium,F,8,5499,0
6905,A,Ship,5,1,256,2,medium,F,1,5352,1
6906,F,Ship,2,4,143,6,medium,F,1,5514,0
6907,F,Ship,4,5,247,2,medium,F,18,2404,1
6908,D,Ship,4,3,246,2,low,M,55,2387,1
6909,D,Ship,2,4,156,3,medium,F,8,5668,1
6910,D,Ship,3,2,149,4,medium,F,21,1636,1
6911,A,Ship,4,5,156,3,low,F,2,1127,1
6912,C,Road,5,1,258,6,low,F,7,4344,0
6913,A,Ship,3,1,165,3,low,M,10,5823,0
6914,F,Ship,5,1,276,5,medium,M,5,1358,1
6915,F,Flight,5,4,259,5,low,F,2,1627,1
6916,F,Ship,3,1,181,3,medium,M,22,3266,1
6917,A,Road,3,1,134,3,low,F,7,5802,1
6918,F,Ship,5,3,253,5,low,M,6,1028,0
6919,B,Ship,3,4,151,3,low,M,16,1020,1
6920,C,Ship,5,4,222,3,low,M,3,5555,0
6921,A,Flight,4,2,136,2,medium,F,17,1285,1
6922,A,Ship,6,5,254,4,low,M,7,1674,0
6923,C,Road,3,3,168,2,low,F,9,4608,0
6924,C,Ship,2,5,177,6,medium,F,41,1772,1
6925,B,Ship,5,2,265,2,medium,F,7,5464,1
6926,D,Road,2,3,255,3,low,M,27,3484,1
6927,C,Ship,3,2,255,7,low,F,3,5936,0
6928,F,Road,4,2,173,2,medium,M,2,5327,0
6929,B,Ship,3,2,202,2,medium,F,7,5328,0
6930,F,Road,4,4,256,3,low,M,8,4398,0
6931,C,Flight,3,2,240,8,low,F,9,4908,0
6932,A,Ship,3,3,159,3,low,M,3,5230,1
6933,F,Flight,5,2,219,5,low,M,10,1276,0
6934,F,Ship,3,3,151,3,medium,F,1,5297,0
6935,D,Ship,4,1,261,4,low,F,58,3427,1
6936,F,Ship,3,2,251,2,low,F,5,3443,1
6937,B,Ship,5,1,214,3,low,M,33,2562,1
6938,D,Ship,4,5,226,5,medium,M,8,1133,0
6939,C,Ship,3,2,201,3,medium,M,7,4890,0
6940,A,Road,6,1,278,4,medium,M,6,1576,0
6941,F,Ship,3,3,133,3,low,M,5,5937,0
6942,B,Ship,5,1,245,3,low,F,9,4694,0
6943,B,Ship,6,5,253,4,medium,M,8,1899,1
6944,A,Ship,2,2,273,3,low,M,56,2633,1
6945,F,Road,4,5,266,3,medium,M,8,4889,0
6946,A,Road,4,5,163,3,medium,F,2,4887,0
6947,F,Road,5,4,239,2,low,M,35,2107,1
6948,F,Road,5,1,206,4,low,M,62,1137,1
6949,B,Ship,3,1,202,3,medium,M,5,1556,1
6950,F,Ship,4,3,164,2,low,M,3,5735,0
6951,F,Ship,3,3,141,3,medium,M,10,1751,1
6952,F,Flight,3,4,168,2,medium,F,7,4699,1
6953,F,Flight,4,3,243,2,low,F,6,5892,0
6954,C,Flight,6,5,252,4,low,F,2,1249,0
6955,F,Ship,3,1,121,2,low,M,2,5210,1
6956,A,Road,4,3,227,3,medium,M,8,5829,1
6957,D,Ship,5,3,114,6,medium,F,60,1746,1
6958,B,Ship,4,2,156,3,medium,M,5,4946,1
6959,D,Ship,4,2,262,6,medium,F,2,1069,0
6960,D,Flight,4,3,244,4,low,M,10,4118,1
6961,F,Ship,5,3,254,6,low,M,7,1064,0
6962,A,Ship,3,1,163,4,low,F,20,1940,1
6963,C,Flight,3,1,157,2,medium,M,7,5560,0
6964,F,Ship,4,5,226,6,medium,F,10,1348,1
6965,C,Road,6,2,279,4,low,F,5,1836,0
6966,D,Ship,3,4,187,2,high,M,8,3725,1
6967,F,Ship,5,4,193,3,low,M,55,2758,1
6968,B,Ship,4,2,191,2,medium,F,8,4806,1
6969,C,Flight,6,1,215,4,low,M,1,4581,1
6970,F,Road,3,2,235,2,medium,F,9,5116,0
6971,F,Road,6,1,259,3,low,F,3,5683,0
6972,A,Road,6,4,143,4,medium,M,4,4401,0
6973,F,Flight,7,1,287,4,medium,M,9,1150,1
6974,B,Ship,5,3,215,2,medium,F,10,5194,1
6975,D,Ship,5,5,235,3,low,F,4,5325,0
6976,D,Ship,4,3,185,3,medium,M,3,3131,1
6977,B,Ship,4,5,253,3,low,F,9,4205,0
6978,F,Ship,5,5,167,8,low,M,44,1547,1
6979,F,Flight,3,4,224,3,low,F,10,4806,1
6980,C,Ship,5,3,246,5,low,M,2,1185,0
6981,F,Ship,3,3,194,3,medium,F,6,5721,1
6982,F,Flight,5,1,170,4,medium,M,4,5113,1
6983,F,Ship,4,2,208,3,low,M,8,4342,0
6984,A,Road,3,1,236,3,medium,F,8,5341,1
6985,F,Ship,3,1,202,3,medium,F,7,5818,0
6986,B,Road,5,5,232,5,low,F,2,5561,0
6987,F,Road,3,3,266,2,medium,M,46,3594,1
6988,A,Road,5,2,269,6,medium,F,5,1097,0
6989,D,Ship,3,4,145,3,medium,M,4,5361,1
6990,F,Flight,4,5,137,2,low,M,7,4068,0
6991,C,Road,6,1,255,4,low,M,5,1253,1
6992,F,Ship,6,1,272,4,medium,M,10,1534,1
6993,F,Ship,6,3,165,5,medium,M,5,4871,0
6994,D,Ship,3,3,116,5,low,F,6,4524,0
6995,A,Ship,3,3,218,3,low,M,3,2255,1
6996,C,Road,3,3,275,4,medium,M,2,4086,1
6997,A,Ship,5,4,177,2,low,M,14,1735,1
6998,B,Road,4,5,219,5,low,M,2,1260,0
6999,F,Ship,5,2,140,5,medium,M,2,1521,0
7000,F,Flight,4,5,167,4,low,M,3,4658,0
7001,F,Ship,4,1,198,3,medium,F,56,3135,1
7002,D,Ship,4,2,232,5,medium,F,4,1783,0
7003,F,Ship,5,3,175,3,medium,F,7,5047,1
7004,C,Ship,4,5,228,2,low,F,4,4783,1
7005,C,Ship,7,3,308,4,medium,M,6,1113,0
7006,F,Ship,6,5,301,5,low,M,8,1443,0
7007,F,Ship,4,3,171,3,medium,F,8,4826,0
7008,F,Ship,5,2,201,3,low,M,2,5132,1
7009,F,Ship,4,2,184,3,low,F,63,3609,1
7010,F,Ship,5,1,179,2,low,F,3,5417,0
7011,B,Ship,3,2,198,4,medium,F,4,4564,0
7012,F,Flight,5,4,229,3,medium,M,29,2505,1
7013,B,Ship,3,1,185,2,low,F,41,3787,1
7014,D,Ship,4,4,161,4,low,F,14,1194,1
7015,C,Ship,3,1,135,2,medium,M,2,4163,0
7016,D,Ship,2,1,219,4,low,M,7,5573,1
7017,B,Ship,3,2,199,4,low,F,47,2208,1
7018,D,Ship,3,4,246,3,high,F,1,4273,1
7019,A,Road,2,2,152,3,low,F,61,1800,1
7020,A,Road,5,1,177,2,medium,M,9,4881,0
7021,A,Ship,4,3,139,3,low,M,64,1814,1
7022,C,Ship,6,1,105,5,low,F,57,1784,1
7023,F,Ship,3,3,201,6,medium,M,2,4984,0
7024,A,Ship,6,1,283,4,low,M,8,1404,0
7025,A,Ship,4,2,245,3,low,F,5,5226,0
7026,A,Flight,5,5,185,5,low,M,5,4078,0
7027,A,Ship,4,5,243,4,low,F,1,5328,0
7028,F,Road,4,5,203,2,low,F,20,2421,1
7029,F,Ship,3,4,165,2,medium,F,8,4280,1
7030,C,Ship,3,4,253,3,low,M,6,3788,1
7031,D,Ship,5,3,209,2,high,F,49,2581,1
7032,F,Ship,5,3,218,5,low,F,9,4435,1
7033,D,Flight,5,3,270,5,medium,F,7,1303,1
7034,F,Ship,4,1,171,3,low,F,58,1516,1
7035,B,Road,4,3,138,3,high,M,2,5358,0
7036,A,Ship,3,1,223,2,low,M,8,5719,1
7037,F,Ship,3,5,226,3,low,M,8,5203,1
7038,C,Ship,3,1,238,3,low,M,17,2624,1
7039,F,Ship,2,2,156,4,high,M,9,4184,1
7040,F,Ship,4,4,270,2,low,F,1,5148,1
7041,F,Ship,4,5,239,3,low,M,6,5154,1
7042,A,Flight,3,4,170,2,low,F,2,5664,0
7043,A,Ship,4,1,190,10,low,F,35,3819,1
7044,B,Ship,3,5,206,2,low,M,3,5113,1
7045,F,Ship,6,4,264,4,low,M,1,1660,1
7046,D,Ship,4,3,127,5,low,F,5,1205,1
7047,A,Ship,7,2,301,4,low,M,1,1339,0
7048,F,Flight,5,1,149,3,low,M,40,1062,1
7049,C,Ship,4,3,154,3,low,M,33,1101,1
7050,F,Ship,4,4,197,7,medium,F,22,2065,1
7051,F,Flight,5,3,171,2,medium,F,1,5385,1
7052,C,Ship,4,4,208,2,medium,F,6,4983,1
7053,F,Flight,5,4,135,4,medium,M,4,4541,0
7054,D,Flight,4,5,156,3,low,F,60,1553,1
7055,F,Ship,4,5,235,4,medium,M,6,4633,1
7056,D,Ship,4,5,260,3,low,F,14,2071,1
7057,B,Road,2,4,269,4,low,M,2,4267,1
7058,F,Road,4,1,230,3,low,M,8,4107,1
7059,F,Ship,4,2,233,4,high,F,1,4316,0
7060,D,Ship,3,3,171,4,low,M,8,4502,0
7061,F,Ship,6,3,284,4,low,F,3,1291,0
7062,D,Ship,4,1,238,3,low,F,10,4172,0
7063,F,Road,5,5,169,4,medium,F,23,1922,1
7064,F,Road,3,1,132,2,medium,M,62,1909,1
7065,B,Ship,4,5,243,3,low,M,9,5263,0
7066,F,Road,3,5,182,4,low,M,6,1272,1
7067,F,Ship,3,3,279,4,low,M,3,4620,0
7068,F,Ship,4,5,274,3,medium,M,4,4521,0
7069,A,Ship,6,1,250,4,low,M,10,1623,1
7070,A,Ship,4,3,296,2,medium,F,9,1523,1
7071,F,Flight,3,2,129,3,high,M,9,4342,1
7072,D,Flight,4,3,190,5,low,F,8,4736,0
7073,D,Ship,4,2,271,3,medium,M,50,3448,1
7074,A,Ship,4,2,137,2,medium,F,2,5804,1
7075,C,Flight,4,3,267,5,medium,F,9,1538,0
7076,F,Ship,7,4,302,5,medium,M,7,1503,1
7077,B,Flight,6,2,288,4,medium,M,9,1405,1
7078,D,Road,4,5,216,2,low,M,2,4905,0
7079,A,Flight,4,2,258,5,low,F,8,1878,0
7080,C,Road,3,4,188,4,low,M,2,1059,1
7081,B,Ship,4,5,270,3,medium,F,2,5272,0
7082,C,Ship,4,4,157,2,low,F,2,1087,1
7083,B,Ship,3,1,211,3,high,F,7,5178,0
7084,F,Ship,4,4,201,3,low,F,2,5385,0
7085,F,Ship,4,5,198,2,medium,M,51,2820,1
7086,C,Flight,3,1,203,3,medium,F,3,4137,0
7087,C,Flight,6,4,243,4,low,M,9,1353,1
7088,B,Road,4,2,224,2,low,M,9,5603,1
7089,D,Road,3,2,217,3,high,M,7,5910,0
7090,C,Ship,5,5,210,4,medium,M,9,5081,1
7091,D,Ship,3,3,181,3,low,F,1,5094,1
7092,B,Ship,4,2,151,3,medium,M,8,4390,1
7093,C,Ship,6,2,259,5,medium,M,1,1357,0
7094,D,Ship,3,2,145,2,low,F,44,1212,1
7095,F,Ship,4,1,193,2,high,M,37,3510,1
7096,C,Road,3,3,156,6,low,M,45,1602,1
7097,F,Road,5,3,240,5,low,M,4,1389,0
7098,B,Flight,4,2,239,2,low,F,10,4028,0
7099,F,Ship,4,2,196,5,low,M,5,4994,0
7100,C,Ship,2,3,248,4,high,F,2,4521,0
7101,B,Ship,3,1,176,2,medium,F,4,5726,0
7102,A,Road,6,2,269,6,medium,M,4,4423,0
